Username,Password,Phone,Telegram ID,Allowance
User71,c4f0ad5f4a97c4ba3bc11f6d661db99bcc08cd3121e329363c7155984a0c7328,0901320496,1130272106,26120.78;52090.35;78137.98
User72,caf36247fd592c6b1812c628345b69b920ece1c8ea3e15242862befcc8707288,0977718724,1130272106,49329.24;32328.4;28812.21
User73,e156770ced012a06461e24cd9a8318aae9a83acaab7b277ff104d4397e89be88,0177126838,1130272106,12228.46;56645.22;17473.23
User74,866cd269d3ff5014cece938df15524672537b7253b659875c9a8531f2d8d169c,0993021316,1130272106,43554.55;26748.59;49617.72
User75,d6afbbefeb937109f96b5f5421c8eb64694e8e2d4534cefffa5ba4a805f629f7,0984676185,1130272106,36573.37;32959.83;59555.62
User76,e57a2fc7529930d46edee4d20ee17e70001fd51a267c11768f9a0dc6dab2fdc1,0850862676,1130272106,63219.29;17155.86;39804.29
User77,3ce2c52df9e92052d433b2449b5f33dd97c344aaeffd9f5e006a3ae933126a5a,0103171587,1130272106,71603.69;43868.31;57647.69
User78,98bbb2f3c8ffa8e403751db051f7b5a31498137940e50b01d237557a89bdd124,0968079695,1130272106,71537.62;13236.28;40259.52
User79,2cc0d1f43b0e59cc929a49d62414227944658c64e5e449964efd054768e14173,0109411980,1130272106,71646.13;62889.44;17587.47
User80,24069004ae289e583afeb41e969e0f2b8c1b7d80326dcf9be9ec7411698dd33b,0926998522,1130272106,72047.26;79405.5;57101.2
User81,bef99eeb6e6389703b5318b99ea03d8d9187f9800374c466fd2a6ae64da3c8ee,0995501272,1130272106,10122.79;79853.93;45303.43
User82,f3ea05e3c808ef144db4f1d98793db15f1d0f6a0b6e149bafa4d876e9d560f25,0116329307,1130272106,41956.03;16004.03;79459.9
User83,a716312b9827d16a1b61a468c1760d0d315ec621f6223f90abf85579e1f50c61,0997678978,1130272106,32885.05;38117.96;35344.47
User84,408184fd8069021a6d8c87e0d8c7e94784051d9202d64dbc921e9b0541fb41a0,0866964478,1130272106,20394.96;26115.31;49334.08
User85,879fbfd675a34ad3b2724c4ec94988dc267c8e2492aa9dd8010964ca9c4c90fb,0125918469,1130272106,55174.37;28842.58;60672.58
User86,a6ece1b636088887bed0d98612613b3700fe1425531d8726c5fc973a61e8dde3,0116210398,1130272106,68132.73;39660.57;52260.82
User87,0e3d1ff5111b4fe10af191b5bf69378159bd7ca6cba1eb7262a405c18088afe2,0161440980,1130272106,74165.22;29693.08;33230.24
User88,d40a16374040c8925cbef829db5fe9081e2b2e7fa968146b68a0555290ef0cb4,0787353332,1130272106,69567.45;11655.12;51249.03
User89,e2498760a6015150f28936de701f73a4fc8797cfcdfdde37bfc5d2e1d377eef9,0771740262,1130272106,52250.03;13639.14;64765.96
User90,a5536e54583b2a30f0a9048e0ac4be50d154e5c0b0b736ea23552154628f7142,0959457870,1130272106,63122.04;41394.95;43702.54
User91,a008bcb423edd46dd39bf5633677d70d7e92f05295fa94ad86d67ad5a97fa4a7,0176185659,1130272106,27017.88;47698.06;43761.64
User92,6a625e69e990b5f6a093a7b0acb4156ad7c8e705245f5b91e0aa740f90d1e173,0994248925,1130272106,57215.27;14807.86;40586.33
User93,d7564185a138164df46bfd84a11627c0fdd37295b89ae7230afdd51c0c983b77,0964048366,1130272106,37530.65;10161.77;26204.12
User94,639b2151255f1fadb444ef3fdcc9ade5fdb385395b338528746905ba8c52ba27,0970034058,1130272106,29755.7;33717.11;16905.45
User95,ea1a2d06bbb09a6ea84f918fdb18ac17615365afa5ff09ac73eaf6e68cb5352f,0951409963,1130272106,12723.52;32599.97;30155.22
User96,7d1efd5e066097bb201fe40e651bea92f53b9a3e8c99cd76e15030f9d072c2d8,0998038814,1130272106,52437.7;78769.34;48599.98
User97,048a93fe25bed33f6e0d37f4ed4b53a39b2201ebe7dae0fad74eb52e7ce5c3bc,0122083088,1130272106,21536.02;35794.4;53048.02
User98,1a52ea1a2b0f7dbbc246387f37b6a1ee0bae2a7d3de65139e54dbd325a8cdf8d,0950322178,1130272106,41937.23;59347.01;26134.71
User99,5f5b24ad65531525ddcccace0598dafaa386e30749babf12c7b0cda2af45c582,0127515678,1130272106,47630.83;64552.81;67856.58
User100,b3351ed9be23d5ad99cc73bdc1aed73913503f064534ead302d7485b72b072fe,0161142261,1130272106,27910.07;36917.11;71098.81
User101,5c773b22ea79d367b38810e7e9ad108646ed62e231868cefb0b1280ea88ac4f0,0162109084,1130272106,16800.3;48543.48;65676.44
User102,3233c5e43b1a0d2a03c8a6fc981fe3bad46b9fee5ca59d53f6a531325cd3a433,0704316246,1130272106,76418.27;21819.76;26567.72
User103,c14883c02091c283d24d22edf9adbcbd13cc43e564e47e30d600033885c49af5,0959182483,1130272106,44607.39;73451.75;14543.97
User104,825242929f5adfd5c4b9318e95c1a83584367d888172d1453ef3a855ed704453,0903216937,1130272106,57829.37;52582.45;31404.48
User105,bb10f0c847be9e4cd43dca85e1e42763e357207c04598a082f276f8b7a36c8f7,0154731358,1130272106,44823.92;14458.17;31517.43
User106,44130b0a209dc581fac72493a9dfc8ccf4b9078508af9380bfe77d04ecb23159,0103502520,1130272106,39132.3;50138.01;46627.93
User107,3cd4e74734d6a5afbaf9587f8a912079652e9bc0487322799410f11dd11cb44a,0107372607,1130272106,14917.77;23049.02;54034.48
User108,2f17420c172e9e934450105eb1c36dd2614eed322e5df28451bede05ad0f2e71,0704568772,1130272106,49306.61;16228.15;32543.79
User109,1df0dc0efb2f08b28cac248f58cd53e7b2aedc52c077377502aff69f24c71b60,0857604070,1130272106,33237.02;28296.65;72784.15
User110,95fb0af62545c323ad3da1c09717b417c9c5dbe4e2c9035432d0955116e287e9,0125165423,1130272106,13775.84;53496.29;38878.4
User111,19cb0711df0a5c9915c57bc8209b23da7b9ecae22627bc957eb25bcf53182a81,0167930755,1130272106,36131.24;32795.16;39331.1
User112,d46b5cd9c1456e3059258a411faf8bbb0253c190cc5acb488f999e1b1421f83b,0114689188,1130272106,16884.27;42380.25;17943.17
User113,aea8daf3a148ce45e76153ed649274b763a59ca0ef9236215bdcf1cfce4f2038,0909547220,1130272106,26630.38;64801.64;38535.3
User114,b9017426fea49b27d2d258db21d76dc99596b297493132bbe1829c98a4b33cc4,0871371417,1130272106,69252.53;12080.94;65245.41
User115,c5b0eb31b1858c5768899883986d251cef6edfc2555e231f0dec7a7d16fbfa99,0871586209,1130272106,10870.54;71208.88;18556.87
User116,252acd35e7485aa79b5d30daedd4b463e164f0b2fb403e770a5445a6dc046f3e,0163023724,1130272106,41177.41;29382.26;62564.61
User117,8c64014ba541b903dfe05dbd56aa863f7b602b51eba38ecbe354dfdfe08076b7,0868848814,1130272106,15825.35;28101.43;53374.39
User118,922a94711d4fcb2c512ca1463393d75ad3cccd820493f66afa1165ee70f24ebb,0974804484,1130272106,39438.42;45663.6;37655.87
User119,3a124b5ae21189adc66dfd33c32e90fec5cbbc825d8ae6672f5ed89a7fea407b,0155214006,1130272106,26063.2;78186.83;59417.94
User120,43d496703f53d1c01e3365c49d173c6130a00ff6a5d3e613c228bb5e7d23bec8,0177043418,1130272106,50249.06;74242.54;55076.64
